,image name,segment name,segment area,segment side ratio,segment roundness,total c1 int,avg c1 int,max c1 int,total c2 int,avg c2 int,max c2 int
0,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 1 (Control Mitos),12.945381205752435,1.1934314966201782,0.07619016230483279,39615678,3813.2330349408026,17129,8107601,780.4024448936375,3128
1,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 2 (Control Mitos),5.098298858156865,2.8565890789031982,0.15330723591048057,13377013,3269.064760508309,14817,2972222,726.3494623655914,2661
2,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 3 (Control Mitos),5.175536372929197,2.113412618637085,0.17186921795401772,18132376,4365.039961482908,20470,3427445,825.0950890707752,3597
3,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 4 (Control Mitos),3.4015650659002143,3.7179698944091797,0.20173459920063544,7410021,2713.299523983889,8350,1629625,596.7136580007324,3164
4,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 5 (Control Mitos),0.3980223543508989,1.4727264642715454,0.7885473530814917,442143,1381.696875,3212,151318,472.86875,849
5,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 6 (Control Mitos),132.89337299746072,2.0107243061065674,0.007364504680007278,359596247,3372.0578300825205,21072,87394673,819.5299418604651,3810
6,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 7 (Control Mitos),0.6284891323005589,1.6320016384124756,0.6916448406037395,1346051,2665.447524752475,6655,594244,1176.720792079208,2448
7,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 8 (Control Mitos),0.42542921443139897,1.676259994506836,0.7393936137377087,614167,1795.8099415204679,5406,218423,638.6637426900585,1616
8,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 9 (Control Mitos),28.930432347692513,1.5065265893936157,0.03135805735833466,102980460,4435.753790489318,22332,19694349,848.3093125430737,5120
9,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 10 (Control Mitos),1.096274403220009,1.7540974617004395,0.43501636057503684,2137180,2431.3765642775884,8901,995148,1132.136518771331,3000
10,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 11 (Control Mitos),2.4622572249595227,3.8670432567596436,0.30065512691160223,6770585,3424.676277187658,11797,2149551,1087.279210925645,2661
11,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 12 (Control Mitos),0.5811500103433314,1.086960792541504,0.6740914294268877,1225448,2624.085653104925,7631,435343,932.2119914346895,2304
12,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 13 (Control Mitos),0.23856425933708114,1.7142882347106934,0.7168112095325107,571441,2976.2552083333335,5702,148155,771.640625,1583
13,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 14 (Control Mitos),1.2096391426439035,2.5852601528167725,0.46065392744882294,3386471,3487.6117404737383,11254,1002154,1032.0844490216273,2596
14,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 15 (Control Mitos),0.40051388708548963,1.6250097751617432,0.7732202644370435,723880,2248.0745341614906,6647,265504,824.5465838509317,2289
15,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 16 (Control Mitos),2.5806050298525727,2.8845489025115967,0.37416409326307914,6309252,3045.0057915057914,10428,1792015,864.8721042471043,2614
16,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 17 (Control Mitos),0.7455911708263316,1.6761536598205566,0.7300683898968727,1559975,2604.2988313856426,5671,379192,633.041736227045,1815
17,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 18 (Control Mitos),1.8748783827797306,1.8353444337844849,0.30868763941634125,3745072,2488.4199335548174,7459,419727,278.88837209302324,682
18,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 19 (Control Mitos),0.24230155843896742,1.357143759727478,0.7280406279586074,12959,66.45641025641025,175,48061,246.46666666666667,403
19,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 20 (Control Mitos),1.3223809988841506,4.584018230438232,0.27458105675740857,2838713,2672.987758945386,7416,657587,619.1967984934087,1682
20,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 21 (Control Mitos),1.21649085766403,2.020569324493408,0.4935396556566603,3530552,3613.6663254861824,11881,1005285,1028.9508700102353,3994
21,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #037 Part 22 (Control Mitos),1.2127535585621434,3.6093790531158447,0.3606819805370126,2801489,2876.2720739219712,7779,765931,786.3767967145791,2096
