,image name,segment name,segment area,segment side ratio,segment roundness,total c1 int,avg c1 int,max c1 int,total c2 int,avg c2 int,max c2 int
0,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 1 (KO Mitos),0.7842099282124904,1.410711407661438,0.6753784908770579,155729,247.5818759936407,899,258284,410.6263910969793,1014
1,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 2 (KO Mitos),0.664616356952127,1.4833357334136963,0.718907367638715,627864,1175.7752808988764,5889,314610,589.1573033707865,1463
2,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 3 (KO Mitos),0.4304122799005806,1.4842710494995117,0.6954560355791302,244201,705.7832369942197,1962,154367,446.14739884393066,969
3,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 4 (KO Mitos),0.20243703468551286,1.2307709455490112,0.6929712317242465,5612,34.42944785276074,80,72694,445.97546012269936,736
4,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 5 (KO Mitos),2.0536458564866424,1.8685072660446167,0.5881079946909983,816127,494.922377198302,2766,802812,486.84778653729535,1139
5,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 6 (KO Mitos),0.7561801849483428,1.320002555847168,0.7578310768578804,197222,324.91268533772654,1017,275912,454.5502471169687,942
6,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 7 (KO Mitos),2.40370620569664,3.2631561756134033,0.34090235342527986,925464,479.51502590673573,1982,807737,418.51658031088084,890
7,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 8 (KO Mitos),1.0458208653445389,1.8279597759246826,0.604312080298454,369478,439.8547619047619,2352,450184,535.9333333333333,914
8,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 9 (KO Mitos),11.205045590640541,1.3143880367279053,0.2151147123046792,72313764,8042.011120996442,53096,5436602,604.6043149466192,1885
9,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 10 (KO Mitos),1.2146222081130873,2.2391769886016846,0.4297321790637815,543638,557.5774358974359,5227,578367,593.1969230769231,1129
10,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 11 (KO Mitos),17.810098870040182,2.2286298274993896,0.050688212190309605,10974655,767.8342545301896,15475,5964664,417.3136500384804,2488
11,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 12 (KO Mitos),1.9726710426124336,1.5545977354049683,0.6563057560405972,4100389,2588.629419191919,9996,641948,405.270202020202,1007
12,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 13 (KO Mitos),1.0769650245269278,1.5012763738632202,0.6607341572521066,1282862,1483.0774566473988,7932,300005,346.8265895953757,761
13,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 14 (KO Mitos),1.1778721002778676,1.2058790922164917,0.8173411703393608,274901,290.59302325581393,1700,396743,419.39006342494713,848
14,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 15 (KO Mitos),2.95682647277577,1.806189775466919,0.25839682868963265,1326089,558.8238516645596,3000,919349,387.4205646860514,1150
15,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 16 (KO Mitos),18.71826255179765,2.173002243041992,0.056477005300189016,5173918,344.4456427667931,8119,6180796,411.4769988682511,1219
16,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 17 (KO Mitos),4.88651857571658,1.493587851524353,0.14228451630665268,2780300,709.0793165008927,8231,1615876,412.1081356796736,1060
17,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 18 (KO Mitos),18.76124149146941,3.5969693660736084,0.06585585474496625,7072937,469.7753055260361,8021,5928495,393.76295164718385,1208
18,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 19 (KO Mitos),2.3439094200664585,1.501482605934143,0.33500298903494374,516408,274.3931987247609,1690,700980,372.4654622741764,882
19,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 20 (KO Mitos),3.6725192507869506,1.426997423171997,0.6082307363534556,3062853,1038.9596336499321,5831,1322832,448.72184531886023,1586
20,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 21 (KO Mitos),0.7511971194791612,1.0250887870788574,0.7154804486010565,771272,1279.0580431177445,5881,340622,564.8789386401327,1040
21,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 22 (KO Mitos),0.8726593402904679,1.0333300828933716,0.6916935011305974,1841995,2631.4214285714284,12717,275877,394.11,926
22,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 23 (KO Mitos),4.750730041681337,2.081252098083496,0.18272542343216563,1554335,407.5340849501835,2384,1571042,411.9145254326167,1024
23,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 24 (KO Mitos),0.9100323313093319,1.2124367952346802,0.5869973386409216,197650,271.12482853223594,874,375791,515.4883401920439,860
24,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 25 (KO Mitos),6.107369615666458,4.1020708084106445,0.11642287354396114,2824049,576.2189349112426,4167,1751974,357.4727606610896,873
25,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 26 (KO Mitos),2.5500837538538397,1.8994427919387817,0.31481695259923254,1263514,617.5532746823069,4607,832934,407.10361681329425,1048
26,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 27 (KO Mitos),0.6758282542577861,1.0769225358963013,0.7701669563106374,326800,601.841620626151,2629,324453,597.5193370165746,1074
27,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 28 (KO Mitos),2.6578425446248874,1.2429533004760742,0.3334278559711184,1089160,510.3842549203374,2250,868750,407.09934395501404,943
28,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 29 (KO Mitos),5.897457982777106,2.285299301147461,0.21676416928219533,5582336,1179.2006759611322,11182,1838796,388.4233206590621,974
29,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 30 (KO Mitos),1.9633277948577161,2.574514865875244,0.2897903706475146,634217,402.6774603174603,1585,292747,185.8711111111111,473
30,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 31 (KO Mitos),0.31393312455845573,1.2462687492370605,0.6384683038084802,14580,57.857142857142854,280,85231,338.218253968254,625
31,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 32 (KO Mitos),4.086113684729046,1.5450873374938965,0.17459817337113911,984174,300.0530487804878,2103,1085889,331.0637195121951,981
32,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 33 (KO Mitos),0.31206447500751255,1.0555530786514282,0.842858506436782,70158,279.51394422310756,1010,84661,337.2948207171315,580
33,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 34 (KO Mitos),0.7530657690301044,2.9296352863311768,0.4775342840038069,214193,354.0380165289256,1693,115611,191.0925619834711,584
34,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 35 (KO Mitos),0.4266749807986945,1.3157893419265747,0.7103262465706661,56864,165.78425655976676,623,115396,336.4314868804665,609
35,1W-SUV3KO_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #036 Part 36 (KO Mitos),0.46716238773579655,1.0218735933303833,0.5915311759937282,105104,280.27733333333333,1119,170884,455.6906666666667,783
