,image name,object name,avg int channel 1,avg int channel 2,avg int channel 3
0,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #001 (DNA),2608.3125,1844.625,2490.0
1,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #002 (DNA),1858.4166666666667,913.0833333333334,2536.125
2,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #003 (DNA),3439.1052631578946,3745.2631578947367,2759.5263157894738
3,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #004 (DNA),6113.619047619048,2801.904761904762,2095.285714285714
4,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #005 (DNA),6765.857142857143,20179.809523809523,2537.5714285714284
5,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #006 (DNA),3121.625,876.125,1913.875
6,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #007 (DNA),5402.473684210527,3171.438596491228,2955.9122807017543
7,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #008 (DNA),7050.166666666667,2684.1666666666665,2085.3333333333335
8,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #009 (DNA),4857.278787878788,13411.969696969696,9257.072727272727
9,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #010 (DNA),4521.0,7243.538461538462,2016.2307692307693
10,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #011 (DNA),4244.302325581395,660.3953488372093,2632.5116279069766
11,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #012 (DNA),1752.0714285714287,3459.4523809523807,3320.3809523809523
12,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #013 (DNA),3495.054054054054,6916.5675675675675,4075.662162162162
13,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #014 (DNA),6142.923076923077,3722.0,1842.5384615384614
14,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #015 (DNA),1253.5,1127.0,2554.0
15,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #016 (DNA),3006.6693548387098,500.7016129032258,6044.177419354839
16,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #017 (DNA),5960.4,1609.3428571428572,2805.4
17,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #018 (DNA),4610.259259259259,3334.5185185185187,3522.277777777778
18,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #019 (DNA),5737.5625,9932.270833333334,3901.4583333333335
19,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #020 (DNA),2846.5714285714284,2208.4285714285716,1908.5714285714287
20,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #021 (DNA),5506.058823529412,37713.470588235294,2693.9411764705883
21,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #022 (DNA),2536.693333333333,8370.506666666666,4174.066666666667
22,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #023 (DNA),7417.382352941177,3824.5882352941176,3492.676470588235
23,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #024 (DNA),5182.551724137931,1119.344827586207,2352.7241379310344
24,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #026 (DNA),2638.0,12655.0,2083.7
25,dsDNA-405_GRSF1-488_MT-RNR2-647-02-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #027 (DNA),4543.36,4989.92,5208.96
