,image name,object name,avg int channel 1,avg int channel 2,avg int channel 3
0,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #001 (DNA),3561.0,3447.5714285714284,4589.142857142857
1,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #002 (DNA),2065.0,3922.0,4572.0
2,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #003 (DNA),1235.06,5532.96,8855.34
3,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #005 (DNA),1100.1351351351352,6427.27027027027,7455.783783783784
4,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #006 (DNA),1183.25,665.1875,4927.1875
5,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #007 (DNA),1306.0625,3348.5,4648.5625
6,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #008 (DNA),1891.7941176470588,4518.205882352941,6944.205882352941
7,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #009 (DNA),1607.0,5118.0,4897.142857142857
8,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #010 (DNA),1178.3529411764705,2157.794117647059,6361.176470588235
9,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #011 (DNA),2894.285714285714,9965.57142857143,5615.0
10,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #012 (DNA),1582.7142857142858,2587.9285714285716,6401.821428571428
11,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #014 (DNA),1918.3181818181818,3182.2272727272725,4937.681818181818
12,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #015 (DNA),1077.7777777777778,2448.777777777778,5092.555555555556
13,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #016 (DNA),1766.7619047619048,9038.380952380952,4702.666666666667
14,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #017 (DNA),2091.0,4291.625,4246.125
15,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #018 (DNA),1769.3333333333333,338.6666666666667,4038.5
16,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #019 (DNA),1464.125,1195.125,4479.125
17,dsDNA-405_GRSF1-488_MT-tRNA-647-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #020 (DNA),1694.842105263158,5526.0,5277.684210526316
