,image name,object name,avg int channel 1,avg int channel 2,avg int channel 3
0,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #002 (EU),2106.3582089552237,25629.074626865673,1969.3432835820895
1,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #004 (EU),1724.4545454545455,3175.8636363636365,3335.818181818182
2,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #005 (EU),1616.4375,15373.25,3138.6875
3,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #017 (EU),1563.0,6511.545454545455,2623.0
4,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #018 (EU),1829.8867924528302,11387.075471698114,1831.2830188679245
5,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #020 (EU),1606.0666666666666,909.8,3643.266666666667
6,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #021 (EU),2026.590909090909,705.0,2352.9545454545455
7,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #026 (EU),2015.3617021276596,1793.5106382978724,2026.5744680851064
8,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #028 (EU),1747.8,6973.75,3308.7
9,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #030 (EU),1542.625,1762.5,2349.625
10,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #032 (EU),1500.0,9748.0,3955.0
11,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #033 (EU),1537.6666666666667,24818.916666666668,4724.916666666667
12,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #035 (EU),1772.6785714285713,11659.642857142857,5639.464285714285
13,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #036 (EU),1761.9714285714285,11481.828571428572,3833.114285714286
14,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #037 (EU),1517.0,11887.0,4155.5
15,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #039 (EU),1601.5555555555557,4665.666666666667,4349.777777777777
16,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #040 (EU),1677.21875,5652.21875,2389.25
17,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #042 (EU),1846.1176470588234,4728.519607843137,2771.235294117647
18,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #043 (EU),1554.3333333333333,6950.805555555556,4352.25
19,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #044 (EU),1632.6842105263158,8828.105263157895,3830.842105263158
20,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #046 (EU),1530.25,12026.5,3323.0
21,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #048 (EU),1569.125,4377.25,5235.75
22,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #051 (EU),1527.5714285714287,6539.285714285715,4668.142857142857
23,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #052 (EU),1612.952380952381,4926.476190476191,2409.714285714286
24,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #055 (EU),1575.2,10577.933333333332,3754.8
25,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #058 (EU),1807.9574468085107,18543.59574468085,3704.340425531915
26,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #059 (EU),1574.4347826086957,1712.2173913043478,3577.5652173913045
27,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #060 (EU),1551.125,4505.75,4725.0
28,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #061 (EU),1620.2222222222222,2468.4444444444443,4231.5
29,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #062 (EU),1503.0,7300.0,4312.0
30,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #063 (EU),1634.2727272727273,28728.18181818182,5133.545454545455
31,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #064 (EU),1573.8666666666666,8202.4,6639.266666666666
32,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #067 (EU),1638.6285714285714,14029.885714285714,6318.4857142857145
33,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #068 (EU),1559.857142857143,7231.142857142857,5525.5
34,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #069 (EU),1993.128205128205,2470.769230769231,3585.8205128205127
35,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #070 (EU),1522.857142857143,4210.142857142857,4616.571428571428
36,grsf1_rat_tom20_eu_1hr-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #073 (EU),1616.125,57339.875,5000.25
