,image name,object name,avg int channel 1,avg int channel 2
0,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #001 (HPG Thresholded),2120.5384615384614,2254.6923076923076
1,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #002 (HPG Thresholded),3169.3333333333335,2227.6666666666665
2,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #003 (HPG Thresholded),2109.7083333333335,2463.625
3,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #004 (HPG Thresholded),2411.5714285714284,2213.1428571428573
4,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #005 (HPG Thresholded),1611.6666666666667,2390.2083333333335
5,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #006 (HPG Thresholded),2070.5,2308.3333333333335
6,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #007 (HPG Thresholded),3368.3513513513512,2791.162162162162
7,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #008 (HPG Thresholded),3172.75,2229.5
8,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #009 (HPG Thresholded),3170.3571428571427,2340.4285714285716
9,tRNAs-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_v2_objectfeatures.xlsx,Segment #010 (HPG Thresholded),5914.5,2153.6666666666665
