,image name,object name,avg int channel 1,avg int channel 2,avg int channel 3
0,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #001 (DNA),50.306666666666665,378.70666666666665,12620.666666666666
1,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #002 (DNA),426.9550561797753,1529.3932584269662,8467.224719101123
2,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #007 (DNA),61.214285714285715,7311.410714285715,8820.44642857143
3,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #010 (DNA),65.47540983606558,4107.786885245901,9106.508196721312
4,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #012 (DNA),325.7857142857143,9859.880952380952,5960.738095238095
5,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #013 (DNA),133.12698412698413,2837.84126984127,11419.174603174602
6,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #014 (DNA),486.60714285714283,4093.1071428571427,8331.410714285714
7,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #015 (DNA),88.17391304347827,2824.086956521739,10282.08695652174
8,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #020 (DNA),1085.8902439024391,6297.109756097561,13134.353658536585
9,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #021 (DNA),198.8153846153846,3734.3846153846152,9974.015384615384
10,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #023 (DNA),353.17894736842106,2585.5263157894738,16530.98947368421
11,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #024 (DNA),823.8367346938776,3848.408163265306,6930.122448979592
12,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #025 (DNA),429.62264150943395,25941.283018867925,6900.66037735849
13,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #026 (DNA),490.0169491525424,7099.440677966101,7741.949152542373
14,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #027 (DNA),727.9215686274509,17762.549019607843,9352.725490196079
15,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #028 (DNA),67.96491228070175,1648.5438596491229,8905.105263157895
16,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #029 (DNA),585.703125,5504.0,8572.578125
17,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #030 (DNA),246.81690140845072,8444.591549295774,11647.985915492958
18,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #031 (DNA),335.7926829268293,8328.390243902439,17307.024390243903
19,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #033 (DNA),472.0204081632653,13900.30612244898,6594.040816326531
