,image name,object name,avg int channel 1,avg int channel 2,avg int channel 3
0,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #021 (ND4 Blob Finder),667.15625,819.375,444.671875
1,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #024 (ND4 Blob Finder),816.7777777777778,4633.513888888889,379.2916666666667
2,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #027 (ND4 Blob Finder),564.4807692307693,1427.75,597.7307692307693
3,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #029 (ND4 Blob Finder),506.76363636363635,4229.454545454545,1165.8
4,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #030 (ND4 Blob Finder),461.22222222222223,6546.851851851852,401.2037037037037
5,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #031 (ND4 Blob Finder),386.2631578947368,3997.5789473684213,269.2105263157895
6,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #032 (ND4 Blob Finder),473.0232558139535,7715.279069767442,608.1627906976744
7,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #033 (ND4 Blob Finder),729.6379310344828,798.8448275862069,6409.172413793103
8,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #034 (ND4 Blob Finder),425.43333333333334,4626.566666666667,600.7666666666667
9,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #037 (ND4 Blob Finder),848.6724137931035,2201.4655172413795,458.2241379310345
10,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #039 (ND4 Blob Finder),596.1162790697674,2420.2093023255816,565.0697674418604
11,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #040 (ND4 Blob Finder),487.6521739130435,902.1086956521739,247.41304347826087
12,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #041 (ND4 Blob Finder),711.3857142857142,1344.557142857143,279.8357142857143
13,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #042 (ND4 Blob Finder),416.1875,4361.0,633.75
14,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #044 (ND4 Blob Finder),467.74074074074076,7694.444444444444,414.6666666666667
15,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #045 (ND4 Blob Finder),531.08,2407.5,619.56
16,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #046 (ND4 Blob Finder),539.25,2632.4615384615386,1260.7692307692307
17,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #047 (ND4 Blob Finder),525.2391304347826,2641.695652173913,3938.021739130435
18,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #048 (ND4 Blob Finder),510.188679245283,5799.188679245283,520.1509433962265
19,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #049 (ND4 Blob Finder),435.6041666666667,3278.1041666666665,408.0416666666667
20,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #050 (ND4 Blob Finder),500.0769230769231,3189.2051282051284,859.1025641025641
21,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #052 (ND4 Blob Finder),750.472,4635.992,1368.08
22,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #053 (ND4 Blob Finder),759.6666666666666,19041.333333333332,1729.0666666666666
23,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #054 (ND4 Blob Finder),371.8333333333333,628.1666666666666,1520.5
24,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #056 (ND4 Blob Finder),914.3428571428572,1592.0190476190476,427.79047619047617
25,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #057 (ND4 Blob Finder),614.2876712328767,3131.095890410959,5437.397260273972
26,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #058 (ND4 Blob Finder),481.1730769230769,3653.269230769231,1311.0576923076924
27,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #060 (ND4 Blob Finder),550.8039215686274,2393.0196078431372,423.2156862745098
28,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #061 (ND4 Blob Finder),451.41509433962267,3189.264150943396,388.45283018867923
29,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #062 (ND4 Blob Finder),389.5135135135135,3060.7567567567567,482.94594594594594
30,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #064 (ND4 Blob Finder),1268.286956521739,1298.1391304347826,364.31304347826085
31,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #066 (ND4 Blob Finder),1380.901098901099,5666.692307692308,8866.417582417582
32,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #067 (ND4 Blob Finder),400.89473684210526,2569.7631578947367,3546.7894736842104
33,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #070 (ND4 Blob Finder),690.6333333333333,2436.116666666667,355.98333333333335
34,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #071 (ND4 Blob Finder),880.8852459016393,1886.1147540983607,465.5409836065574
35,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #073 (ND4 Blob Finder),593.5151515151515,1405.7272727272727,183.0909090909091
36,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #074 (ND4 Blob Finder),482.0,1782.3235294117646,20747.176470588234
37,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #075 (ND4 Blob Finder),1039.3947368421052,5720.263157894737,393.0
38,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #077 (ND4 Blob Finder),670.0188679245283,3736.5283018867926,605.8867924528302
39,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #078 (ND4 Blob Finder),1037.2028985507247,4241.289855072464,331.6666666666667
40,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #079 (ND4 Blob Finder),555.3333333333334,1801.0833333333333,751.75
41,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #080 (ND4 Blob Finder),475.47727272727275,1862.1136363636363,282.09090909090907
42,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #081 (ND4 Blob Finder),1055.928,8473.224,993.28
43,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #083 (ND4 Blob Finder),509.8333333333333,2571.8333333333335,448.9166666666667
44,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #084 (ND4 Blob Finder),390.4166666666667,2752.8333333333335,387.5833333333333
45,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #085 (ND4 Blob Finder),693.59,2822.93,4829.37
46,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #086 (ND4 Blob Finder),578.8695652173913,7142.855072463768,5903.811594202899
47,dsDNA-405_GRSF1-488_MT-ND4-647-03-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #087 (ND4 Blob Finder),646.768115942029,912.6666666666666,269.7391304347826
